Codice ISTAT del Comune,Comune,Regione,Provincia,Cluster_popolazione ,CAPOFILA,TIPOLOGIA ASSOCIAZIONE,PIATTAFORMA FRONT OFFICE,PIATTAFORMA BACK OFFICE,lng,lat
9044,ORCO FEGLINO,Liguria,SV, <5.000 ab.,Finale Ligure,SUAP Associato,Autonoma,Autonoma,"8,32516188","44,21956675"
9045,ORTOVERO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,09108827","44,05382692"
9046,OSIGLIA,Liguria,SV, <5.000 ab.,Millesimo,SUAP Associato,Autonoma,Autonoma,"8,20061895","44,28079135"
9047,PALLARE,Liguria,SV, <5.000 ab.,Bormida,SUAP Associato,Autonoma,Autonoma,"8,27496416","44,32763192"
9048,PIANA CRIXIA,Liguria,SV, <5.000 ab.,Millesimo,SUAP Associato,Autonoma,Autonoma,"8,30751198","44,48527201"
9049,PIETRA LIGURE,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,282827","44,14886132"
9050,PLODIO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,24352274","44,35653151"
9051,PONTINVREA,Liguria,SV, <5.000 ab.,Millesimo,SUAP Associato,Autonoma,Autonoma,"8,43457011","44,44489686"
9052,QUILIANO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,41137969","44,29342208"
9053,RIALTO,Liguria,SV, <5.000 ab.,Finale Ligure,SUAP Associato,Autonoma,Autonoma,"8,27472128","44,21960792"
9054,ROCCAVIGNALE,Liguria,SV, <5.000 ab.,Millesimo,SUAP Associato,Autonoma,Autonoma,"8,19201219","44,36188556"
9055,SASSELLO,Liguria,SV, <5.000 ab.,Millesimo,SUAP Associato,Autonoma,Autonoma,"8,48994519","44,47903665"
9056,SAVONA,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,48110865","44,30750461"
9057,SPOTORNO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,41946267","44,22717185"
9058,STELLA,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,49307801","44,39689198"
9059,STELLANELLO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,0593304","44,00031785"
9060,TESTICO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,03097385","44,00536918"
9061,TOIRANO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,20719338","44,12691774"
9062,TOVO SAN GIACOMO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,26853791","44,17670181"
9063,URBE,Liguria,SV, <5.000 ab.,Millesimo,SUAP Associato,Autonoma,Autonoma,"8,59238717","44,48775393"
9064,VADO LIGURE,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,43628063","44,26933816"
9065,VARAZZE,Liguria,SV, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,57639806","44,35999892"
9066,VENDONE,Liguria,SV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,07425949","44,07401137"
9067,VEZZI PORTIO,Liguria,SV, <5.000 ab.,Finale Ligure,SUAP Associato,Autonoma,Autonoma,"8,36194732","44,22894653"
9068,VILLANOVA D'ALBENGA,Liguria,SV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,14308072","44,04590077"
9069,ZUCCARELLO,Liguria,SV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,11565808","44,11134732"
10001,ARENZANO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,68226057","44,40179322"
10002,AVEGNO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,15871776","44,38230695"
10003,BARGAGLI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,0883387","44,44464301"
10004,BOGLIASCO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,06978128","44,37822158"
10005,BORZONASCA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,38679744","44,42220304"
10006,BUSALLA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,94498048","44,57080117"
10007,CAMOGLI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,15713844","44,34680493"
10008,CAMPO LIGURE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,69762914","44,53838818"
10009,CAMPOMORONE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,89267577","44,5066955"
10010,CARASCO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,34404046","44,35131469"
10011,CASARZA LIGURE,Liguria,GE, <5.000 ab.,Casarza Ligure,SUAP Associato,Autonoma,Autonoma,"9,45345696","44,27462061"
10012,CASELLA,Liguria,GE, <5.000 ab.,Comune di SAVIGNONE,SUAP Associato,I1G,I1G,"8,99919877","44,53499584"
10013,CASTIGLIONE CHIAVARESE,Liguria,GE, <5.000 ab.,Casarza Ligure,SUAP Associato,Autonoma,Autonoma,"9,51354812","44,27471107"
10014,CERANESI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,89459705","44,50393511"
10015,CHIAVARI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,32401708","44,31671072"
10016,CICAGNA,Liguria,GE, <5.000 ab.,Cicagna,SUAP Associato,Autonoma,Autonoma,"9,23594891","44,4086"
10017,COGOLETO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,64632983","44,38946889"
10018,COGORNO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,35217274","44,32864607"
10019,COREGLIA LIGURE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,26698739","44,3920448"
10020,CROCEFIESCHI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,02281748","44,58482451"
10021,DAVAGNA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,08668974","44,46474451"
10022,FASCIA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,23626672","44,56449009"
10023,FAVALE DI MALVARO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,25802513","44,45203897"
10024,FONTANIGORDA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,30494807","44,54655632"
10025,GENOVA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,9326992","44,41149314"
10026,GORRETO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,29209495","44,604969"
10027,ISOLA DEL CANTONE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,95597042","44,64584548"
10028,LAVAGNA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,34403674","44,30715764"
10029,LEIVI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,3182164","44,34552337"
10030,LORSICA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,27433441","44,43234464"
10031,LUMARZO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,13732081","44,44356861"
10032,MASONE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,71169286","44,50363621"
10033,MELE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,74802865","44,44540292"
10034,MEZZANEGO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,37690562","44,3836974"
10035,MIGNANEGO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,91468328","44,52764357"
10036,MOCONESI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,21234739","44,41952882"
10037,MONEGLIA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,49012691","44,23854867"
10038,MONTEBRUNO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,24979047","44,5270933"
10039,MONTOGGIO,Liguria,GE, <5.000 ab.,Comune di SAVIGNONE,SUAP Associato,I1G,I1G,"9,0441989","44,51558055"
10040,NE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,39842041","44,34436715"
10041,NEIRONE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,19090098","44,45425495"
10042,ORERO,Liguria,GE, <5.000 ab.,Cicagna,SUAP Associato,Autonoma,Autonoma,"9,27460151","44,40723425"
10043,PIEVE LIGURE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,08689032","44,37467039"
10044,PORTOFINO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,20722887","44,30409182"
10045,PROPATA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,18488278","44,56471709"
10046,RAPALLO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,23174684","44,35017452"
10047,RECCO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,14354904","44,36219307"
10048,REZZOAGLIO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,38665818","44,52570666"
10049,RONCO SCRIVIA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,95498801","44,60820328"
10050,RONDANINA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,21760907","44,5623571"
10051,ROSSIGLIONE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,67053508","44,56211352"
10052,ROVEGNO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,27867307","44,57711393"
10053,SAN COLOMBANO CERTENOLI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,31312353","44,37173186"
10054,SANTA MARGHERITA LIGURE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,20992464","44,33486974"
10055,SANT'OLCESE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,96767968","44,48366578"
10056,SANTO STEFANO D'AVETO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,45092663","44,54782889"
10057,SAVIGNONE,Liguria,GE, <5.000 ab.,Comune di SAVIGNONE,SUAP Associato,I1G,I1G,"8,9879556","44,56373567"
10058,SERRA RICCO',Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,93604499","44,50784963"
10059,SESTRI LEVANTE,Liguria,GE, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,39316235","44,26990054"
10060,SORI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,10436515","44,37278803"
10061,TIGLIETO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,62044541","44,52535713"
10062,TORRIGLIA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,15777778","44,51901939"
10063,TRIBOGNA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,19559972","44,41627446"
10064,USCIO,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,16328775","44,4132013"
10065,VALBREVENNA,Liguria,GE, <5.000 ab.,Comune di SAVIGNONE,SUAP Associato,I1G,I1G,"9,06502603","44,55652959"
10066,VOBBIA,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,03982341","44,5997666"
10067,ZOAGLI,Liguria,GE, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,26724315","44,3370341"
11001,AMEGLIA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,95726865","44,065747"
11002,ARCOLA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,90585039","44,11461457"
11003,BEVERINO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,76927899","44,19406922"
11004,BOLANO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,89528858","44,18886645"
11005,BONASSOLA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,58410218","44,18335984"
11006,BORGHETTO DI VARA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,72160948","44,22351961"
11007,BRUGNATO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,72502225","44,23686542"
11008,CALICE AL CORNOVIGLIO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,83583113","44,2424782"
11009,CARRO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,60825868","44,27271193"
11010,CARRODANO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,65615912","44,24207789"
11011,CASTELNUOVO MAGRA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,01820241","44,09846668"
11012,DEIVA MARINA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,5205608","44,21886353"
11013,FOLLO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,86214784","44,16270731"
11014,FRAMURA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,55435807","44,20891861"
11015,LA SPEZIA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,8281897","44,10704991"
11016,LERICI,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,91098294","44,07603286"
11017,LEVANTO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,61246496","44,16997519"
11018,MAISSANA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,53501799","44,33667186"
11019,MONTEROSSO AL MARE,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,65613667","44,14629552"
11020,LUNI,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,04202918","44,08497076"
11021,PIGNONE,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,72404607","44,17915951"
11022,PORTOVENERE,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,83700513","44,05579219"
11023,RICCO' DEL GOLFO DI SPEZIA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,76342359","44,15555832"
11024,RIOMAGGIORE,Liguria,SP, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,73814999","44,09973171"
11025,ROCCHETTA DI VARA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,75689058","44,25119026"
11026,SANTO STEFANO DI MAGRA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,91509755","44,16241113"
11027,SARZANA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,95967625","44,11292985"
11028,SESTA GODANO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,67572402","44,29399517"
11029,VARESE LIGURE,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,59567948","44,3777309"
11030,VERNAZZA,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,68373233","44,13522997"
11031,VEZZANO LIGURE,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,88447876","44,14135989"
11032,ZIGNAGO,Liguria,SP, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,74495848","44,27754123"
98001,ABBADIA CERRETO,Lombardia,LO, <5.000 ab.,Comune di LODI,SUAP Associato,I1G,I1G,"9,59252482","45,31239093"
97001,ABBADIA LARIANA,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,33454921","45,90049968"
15002,ABBIATEGRASSO,Lombardia,MI, <5.000 ab.,Comune di ABBIATEGRASSO,SUAP Associato,I1G,I1G,"8,91748563","45,39857615"
20001,ACQUANEGRA SUL CHIESE,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,43338521","45,16049553"
17002,ADRO,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,95535378","45,62514272"
12006,AZZATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,79686119","45,78197525"
17003,AGNOSINE,Lombardia,BS, <5.000 ab.,COMUNITà MONTANA DI VALLESABBIA,SUAP Associato,I1G,I1G,"10,3576843","45,64771077"
12008,BARASSO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,75810385","45,84046799"
12001,AGRA,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA VALLI DEL VERBANO,SUAP Associato,I1G,I1G,"8,77144627","46,03408765"
108001,AGRATE BRIANZA,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,35176407","45,57545676"
108002,AICURZIO,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,41103721","45,64070053"
97002,AIRUNO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,42246629","45,75440641"
18001,ALAGNA,Lombardia,PV, <5.000 ab.,Comune di GARLASCO,SUAP Associato,I1G,I1G,"8,88945222","45,16928391"
15005,ALBAIRATE,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,93517393","45,41870614"
16003,ALBANO SANT'ALESSANDRO,Lombardia,BG, <5.000 ab.,SUAP associato camerale,SUAP Associato,I1G,I1G,"9,7662362","45,68645495"
12016,BODIO LOMNAGO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,75143295","45,78988982"
12017,BREBBIA,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,64986902","45,82856738"
14001,ALBAREDO PER SAN MARCO,Lombardia,SO, <5.000 ab.,COMUNITA' MONTANA VALTELLINA DI MORBEGNO,SUAP Associato,I1G,I1G,"9,59043893","46,10292543"
13003,ALBAVILLA,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,18930004","45,8010947"
13004,ALBESE CON CASSANO,Lombardia,CO, <5.000 ab.,Comune di ALZATE BRIANZA,SUAP Associato,I1G,I1G,"9,16474347","45,79543363"
108003,ALBIATE,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,26133993","45,65669353"
16004,ALBINO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,7969345","45,76059116"
12025,BUGUGGIATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,80675732","45,78525778"
13005,ALBIOLO,Lombardia,CO, <5.000 ab.,Comune di OLGIATE COMASCO,SUAP Associato,I1G,I1G,"8,93736248","45,80680091"
12002,ALBIZZATE,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,80354799","45,72373624"
12029,CAIRATE,Lombardia,VA, <5.000 ab.,Cassano Magnago,SUAP Associato,Autonoma,Autonoma,"8,87081304","45,69202754"
18003,ALBONESE,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,7061279","45,2928504"
12031,CARAVATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,65547691","45,87950555"
14002,ALBOSAGGIA,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,85465398","46,147398"
18004,ALBUZZANO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,27717753","45,18754704"
12034,CARONNO PERTUSELLA,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"9,04786804","45,59681856"
16248,ALGUA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,72222924","45,82583705"
16005,ALME',Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,6175669","45,74006437"
16006,ALMENNO SAN BARTOLOMEO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,57826907","45,74829449"
13006,ALSERIO,Lombardia,CO, <5.000 ab.,Comune di ALZATE BRIANZA,SUAP Associato,I1G,I1G,"9,19837284","45,77868888"
13253,ALTA VALLE INTELVI,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,0271","45,9848"
12040,CASSANO MAGNAGO,Lombardia,VA, <5.000 ab.,Cassano Magnago,SUAP Associato,Autonoma,Autonoma,"8,82082527","45,674381"
16008,ALZANO LOMBARDO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,72580631","45,72747077"
13007,ALZATE BRIANZA,Lombardia,CO, <5.000 ab.,Comune di ALZATE BRIANZA,SUAP Associato,I1G,I1G,"9,18202575","45,76698007"
16009,AMBIVERE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,54722545","45,71859384"
14003,ANDALO VALTELLINO,Lombardia,SO, <5.000 ab.,Comunità Montana Valtellina di Morbegno,SUAP Associato,I1G,I1G,"9,47301339","46,13447907"
17005,ANFO,Lombardia,BS, <5.000 ab.,COMUNITA' MONTANA VALLE SABBIA,SUAP Associato,I1G,I1G,"10,49379785","45,76575"
12003,ANGERA,Lombardia,VA, <5.000 ab.,Comune di SOMMA LOMBARDO,SUAP Associato,I1G,I1G,"8,57505473","45,77248072"
97003,ANNONE DI BRIANZA,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,33099149","45,80521736"
16010,ANTEGNATE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,79245129","45,48444261"
13009,ANZANO DEL PARCO,Lombardia,CO, <5.000 ab.,Comune di ALZATE BRIANZA,SUAP Associato,I1G,I1G,"9,19875952","45,77086446"
13010,APPIANO GENTILE,Lombardia,CO, <5.000 ab.,Comune di LOMAZZO,SUAP Associato,I1G,I1G,"8,97949173","45,73500438"
14004,APRICA,Lombardia,SO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,15206343","46,15334799"
16011,ARCENE,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,61367879","45,57551324"
12004,ARCISATE,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,85979602","45,85936588"
12054,COMABBIO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,67466593","45,77263671"
12055,COMERIO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,74709374","45,8426223"
108004,ARCORE,Lombardia,MB, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,32108103","45,62696694"
14005,ARDENNO,Lombardia,SO, <5.000 ab.,COMUNITA' MONTANA VALTELLINA DI MORBEGNO,SUAP Associato,I1G,I1G,"9,65172236","46,17276047"
16012,ARDESIO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,929649","45,93819796"
18005,ARENA PO,Lombardia,PV, <5.000 ab.,Comune di STRADELLA,SUAP Associato,I1G,I1G,"9,36186971","45,09443229"
13011,ARGEGNO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,12740292","45,94508355"
13012,AROSIO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,20766723","45,71664742"
12005,ARSAGO SEPRIO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,73102942","45,68799132"
16013,ARZAGO D'ADDA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,56429523","45,47970041"
12064,DAVERIO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,77150586","45,77710951"
20002,ASOLA,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,41432135","45,22055281"
15011,ASSAGO,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,1311488","45,40436068"
13013,ASSO,Lombardia,CO, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,26941885","45,86165523"
12068,FERNO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,75884994","45,61026875"
16014,AVERARA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,63115452","45,9885508"
16015,AVIATICO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,76892181","45,7928051"
12071,GALLIATE LOMBARDO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,76853346","45,78629177"
12072,GAVIRATE,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,72477105","45,84113211"
19004,AZZANELLO,Lombardia,CR, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,91970439","45,31311906"
17008,AZZANO MELLA,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,11359436","45,45482356"
12075,GERENZANO,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,Autonoma,Autonoma,"8,99858062","45,63843744"
16016,AZZANO SAN PAOLO,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,67632432","45,66191569"
12007,AZZIO,Lombardia,VA, <5.000 ab.,COMUNITA' MONTANA VALLI DEL VERBANO,SUAP Associato,I1G,I1G,"8,70629682","45,88536153"
16017,AZZONE,Lombardia,BG, <5.000 ab.,COMUNITA' MONTANA DI SCALVE,SUAP Associato,I1G,I1G,"10,11281471","45,97902681"
18006,BADIA PAVESE,Lombardia,PV, <5.000 ab.,"UNIONE DEI COMUNI DI  SANTA CRISTINA E BISSONE,  BADIA PAVESE E MONTICELLI PAVESE",SUAP Associato,I1G,I1G,"9,468549","45,12117417"
18007,BAGNARIA,Lombardia,PV, <5.000 ab.,Comune di VARZI,SUAP Associato,I1G,I1G,"9,12433895","44,82607599"
20003,BAGNOLO SAN VITO,Lombardia,MN, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,88141283","45,09248928"
12082,INARZO,Lombardia,VA, <5.000 ab.,Gavirate,SUAP Associato,Autonoma,Autonoma,"8,7364261","45,78677616"
17010,BAGOLINO,Lombardia,BS, <5.000 ab.,COMUNITA' MONTANA,SUAP Associato,I1G,I1G,"10,46893818","45,82122915"
97004,BALLABIO,Lombardia,LC, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,42416753","45,89603656"
15250,BARANZATE,Lombardia,MI, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,11386757","45,52729576"
17011,BARBARIGA,Lombardia,BS, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"10,05674386","45,40397218"
16019,BARBATA,Lombardia,BG, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,77623374","45,47490603"
18008,BARBIANELLO,Lombardia,PV, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"9,20599733","45,07570319"
12144,Bardello con Malgesso e Bregano,Lombardia,VA, <5.000 ab.,_,SUAP Singolo,I1G,I1G,"8,6979","45,8369"
