Codice ISTAT del Comune,Comune,Regione,Provincia,Cluster_popolazione ,CAPOFILA,TIPOLOGIA ASSOCIAZIONE,PIATTAFORMA FRONT OFFICE,PIATTAFORMA BACK OFFICE,lng,lat
78050,DOMANICO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,20734893","39,21523217"
78051,FAGNANO CASTELLO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,05445487","39,56115859"
78052,FALCONARA ALBANESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,08827857","39,27437583"
78053,FIGLINE VEGLIATURO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,32940444","39,22605287"
78054,FIRMO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,17833922","39,72207745"
78055,FIUMEFREDDO BRUZIO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,06634886","39,23589126"
78056,FRANCAVILLA MARITTIMA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,38751107","39,81978031"
78057,FRASCINETO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,26281179","39,83697242"
78058,FUSCALDO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,03134735","39,41626329"
78059,GRIMALDI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,23468119","39,13972195"
78060,GRISOLIA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,85375821","39,72645185"
78061,GUARDIA PIEMONTESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,99968553","39,46520252"
78062,LAGO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,1491028","39,16655127"
78063,LAINO BORGO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,97230029","39,95478426"
78064,LAINO CASTELLO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,97444333","39,9344474"
78065,LAPPANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,31382807","39,31926681"
78066,LATTARICO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,13660369","39,46209103"
78067,LONGOBARDI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,07681773","39,20742335"
78068,LONGOBUCCO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,60949425","39,44871877"
78069,LUNGRO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,12174742","39,74407353"
78070,LUZZI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,28817661","39,44634155"
78071,MAIERA',Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,85041145","39,71612827"
78072,MALITO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,24646658","39,15887133"
78073,MALVITO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,05340915","39,60105409"
78074,MANDATORICCIO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,83669521","39,4702289"
78075,MANGONE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,33262497","39,20437182"
78076,MARANO MARCHESATO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,1736201","39,31506293"
78077,MARANO PRINCIPATO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,17424589","39,30129249"
78078,MARZI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,30704697","39,17062752"
78079,MENDICINO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,19288767","39,26211657"
78080,MONGRASSANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,11144528","39,52715037"
78081,MONTALTO UFFUGO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,15846935","39,40552343"
78082,MONTEGIORDANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,53244946","40,04407506"
78083,MORANO CALABRO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,13534776","39,84180415"
78084,MORMANNO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,98760211","39,88973067"
78085,MOTTAFOLLONE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,06664094","39,64705834"
78086,NOCARA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,48353728","40,09894271"
78087,ORIOLO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,44448908","40,05293541"
78088,ORSOMARSO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,90784885","39,79908366"
78089,PALUDI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,67857124","39,53101927"
78090,PANETTIERI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,45375019","39,06007069"
78091,PAOLA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,04152008","39,35993586"
78092,PAPASIDERO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,90580955","39,87158979"
78093,PARENTI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,41276477","39,16280163"
78094,PATERNO CALABRO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,26310291","39,22515259"
78096,PEDIVIGLIANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,30486327","39,1103358"
78097,PIANE CRATI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,32298308","39,23479514"
78098,PIETRAFITTA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,33876248","39,26192011"
78099,PIETRAPAOLA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,81598135","39,48683052"
78100,PLATACI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,43147687","39,90070112"
78101,PRAIA A MARE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,77978015","39,89531631"
78102,RENDE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,18041387","39,3315362"
78103,ROCCA IMPERIALE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,57535113","40,11056597"
78104,ROGGIANO GRAVINA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,15813054","39,6164758"
78105,ROGLIANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,32531753","39,18006073"
78106,ROSE,Calabria,CS,5.001 - 20.000 ab.,Comune di ROSE,SUAP Associato,Regionale,Regionale,"16,29788201","39,39925354"
78107,ROSETO CAPO SPULICO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,60126564","39,98665166"
78109,ROTA GRECA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,11350876","39,46700606"
78110,ROVITO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,32271924","39,30990247"
78111,SAN BASILE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,16360832","39,81096645"
78112,SAN BENEDETTO ULLANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,12332625","39,42628928"
78113,SAN COSMO ALBANESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,42056575","39,58234229"
78114,SAN DEMETRIO CORONE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,36319433","39,5676736"
78115,SAN DONATO DI NINEA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,04820188","39,71189174"
78116,SAN FILI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,14233499","39,33762813"
78117,SANGINETO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,91251148","39,60366647"
78118,SAN GIORGIO ALBANESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,45453461","39,58075449"
78119,SAN GIOVANNI IN FIORE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,69731802","39,25365492"
78120,SAN LORENZO BELLIZZI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,32822504","39,88922996"
78121,SAN LORENZO DEL VALLO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,29472655","39,66685921"
78122,SAN LUCIDO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,05094144","39,30820078"
78123,SAN MARCO ARGENTANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,11786811","39,55681601"
78124,SAN MARTINO DI FINITA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,10711702","39,49068894"
78125,SAN NICOLA ARCELLA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,79364896","39,8457919"
78126,SAN PIETRO IN AMANTEA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,11243497","39,13658207"
78127,SAN PIETRO IN GUARANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,31210874","39,34473972"
78128,SAN SOSTI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,02916167","39,65815182"
78129,SANTA CATERINA ALBANESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,07067974","39,58577673"
78130,SANTA DOMENICA TALAO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,85542937","39,81957215"
78131,SANT'AGATA DI ESARO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,98238081","39,62090696"
78132,SANTA MARIA DEL CEDRO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,83623515","39,74889043"
78133,SANTA SOFIA D'EPIRO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,32883248","39,54597475"
78134,SANTO STEFANO DI ROGLIANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,3207926","39,19223486"
78135,SAN VINCENZO LA COSTA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,1508893","39,36475905"
78136,SARACENA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,15618881","39,77527455"
78137,SCALA COELI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,88589056","39,4488244"
78138,SCALEA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,79100532","39,80643078"
78139,SCIGLIANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,30670827","39,12822708"
78140,SERRA D'AIELLO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,12612198","39,09003923"
78142,SPEZZANO ALBANESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,30856798","39,66184414"
78143,SPEZZANO DELLA SILA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,33736492","39,29780432"
78145,TARSIA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,27301582","39,61728492"
78146,TERRANOVA DA SIBARI,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,34380151","39,65582009"
78147,TERRAVECCHIA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,94752399","39,46366527"
78148,TORANO CASTELLO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,14471775","39,50489706"
78149,TORTORA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,806","39,9423"
78150,TREBISACCE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,53046229","39,86679844"
78152,VACCARIZZO ALBANESE,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,43323022","39,58707282"
78153,VERBICARO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"15,91112224","39,75488674"
78154,VILLAPIANA,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,45512175","39,84696351"
78155,ZUMPANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,29350577","39,31063234"
78156,CASALI DEL MANCO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,3373","39,2854"
78157,CORIGLIANO-ROSSANO,Calabria,CS,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,5185","39,596"
79002,ALBI,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,59721201","39,02455692"
79003,AMARONI,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,4483454","38,79361598"
79004,AMATO,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,46276195","38,94139316"
79005,ANDALI,Calabria,CZ,5.001 - 20.000 ab.,Comune di ANDALI,SUAP Associato,Regionale,Regionale,"16,76704577","39,01394149"
79007,ARGUSTO,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,4358786","38,68080662"
79008,BADOLATO,Calabria,CZ,5.001 - 20.000 ab.,UNIONE DEI COMUNI DEL VERSANTE IONICO,SUAP Associato,Regionale,Regionale,"16,52589516","38,56828186"
79009,BELCASTRO,Calabria,CZ,5.001 - 20.000 ab.,Comune di ANDALI,SUAP Associato,Regionale,Regionale,"16,78755057","39,01740669"
79011,BORGIA,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,51425094","38,82732561"
79012,BOTRICELLO,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,86126924","38,93733666"
79017,CARAFFA DI CATANZARO,Calabria,CZ,5.001 - 20.000 ab.,Comune di CARAFFA DI CATANZARO,SUAP Associato,Regionale,Regionale,"16,48724946","38,88035603"
79018,CARDINALE,Calabria,CZ,5.001 - 20.000 ab.,UNIONE DEI COMUNI DEL VERSANTE IONICO,SUAP Associato,Regionale,Regionale,"16,38613748","38,64241295"
79020,CARLOPOLI,Calabria,CZ,5.001 - 20.000 ab.,Comune di SOVERIA MANNELLI,SUAP Associato,Regionale,Regionale,"16,4548706","39,05716335"
79023,CATANZARO,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,59440429","38,90597588"
79024,CENADI,Calabria,CZ,5.001 - 20.000 ab.,Comune di PETRIZZI,SUAP Associato,Regionale,Regionale,"16,41005658","38,71724722"
79025,CENTRACHE,Calabria,CZ,5.001 - 20.000 ab.,Comune di PETRIZZI,SUAP Associato,Regionale,Regionale,"16,43017684","38,72952427"
79027,CERVA,Calabria,CZ,5.001 - 20.000 ab.,Comune di ANDALI,SUAP Associato,Regionale,Regionale,"16,74247366","39,020321"
79029,CHIARAVALLE CENTRALE,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,41419571","38,68407674"
79030,CICALA,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,48636411","39,02308071"
79033,CONFLENTI,Calabria,CZ,5.001 - 20.000 ab.,Comune di MARTIRANO LOMBARDO,SUAP Associato,Regionale,Regionale,"16,28432695","39,07239526"
79034,CORTALE,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,41124273","38,84236651"
79036,CROPANI,Calabria,CZ,5.001 - 20.000 ab.,_,SUAP Singolo,Regionale,Regionale,"16,78283041","38,96821334"
79039,CURINGA,Calabria,CZ,5.001 - 20.000 ab.,Comune di SAN PIETRO A MAIDA,SUAP Associato,Regionale,Regionale,"16,3187758","38,82892067"
79042,DAVOLI,Calabria,CZ,5.001 - 20.000 ab.,UNIONE DEI COMUNI DEL VERSANTE IONICO,SUAP Associato,Regionale,Regionale,"16,48682424","38,64896491"
